Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-07-18 00:00:00-04:00,149.61682460742185,150.61178817830347,149.07056659570304,149.88995361328125,13491700,0.0,0.0
2023-07-19 00:00:00-04:00,149.00227192734977,151.40192226661486,148.4852766917756,150.46546936035156,12510000,0.0,0.0
2023-07-20 00:00:00-04:00,150.73859918296262,152.74805462045498,150.62154815069366,152.31884765625,9935900,0.0,0.0
2023-07-21 00:00:00-04:00,151.97743603983818,152.3090905371644,150.8946693937564,151.14828491210938,10633100,0.0,0.0
2023-07-24 00:00:00-04:00,151.16778635047964,154.89405427239186,150.9336694321872,154.12344360351562,14381400,0.0,0.0
2023-07-25 00:00:00-04:00,153.4406310917402,153.85032456186133,152.13351170358033,152.972412109375,9944700,0.0,0.0
2023-07-26 00:00:00-04:00,152.86510182710893,154.36731113354836,152.44564420546146,153.8893280029297,8728600,0.0,0.0
2023-07-27 00:00:00-04:00,153.89911079793268,154.88432504844644,151.73357739751194,152.19204711914062,10778400,0.0,0.0
2023-07-28 00:00:00-04:00,153.42111316079368,153.73326906289375,152.6017262444,153.06019592285156,9103800,0.0,0.0
2023-07-31 00:00:00-04:00,153.32356582308324,155.46960051041222,153.29430306683903,154.08444213867188,8892700,0.0,0.0
2023-08-01 00:00:00-04:00,153.5674288419561,154.12345096781382,152.31883498689393,153.3235626220703,6853900,0.0,0.0
2023-08-02 00:00:00-04:00,151.7433124481719,151.87012764399353,150.16306412540305,151.5872344970703,8299400,0.0,0.0
2023-08-03 00:00:00-04:00,151.19704780748728,153.06993848452154,150.5630016252852,152.51393127441406,6084000,0.0,0.0
2023-08-04 00:00:00-04:00,152.56271368227678,153.92837355595884,151.87989118764278,152.19204711914062,6206600,0.0,0.0
2023-08-07 00:00:00-04:00,152.7578315587276,153.8308341744734,152.7578315587276,152.9138946533203,7251800,0.0,0.0
2023-08-08 00:00:00-04:00,150.53374291257495,152.15300325266995,148.84617800399698,152.0554656982422,8623400,0.0,0.0
2023-08-09 00:00:00-04:00,151.50921386703757,151.7043038681649,149.70459786668042,150.01673889160156,6277800,0.0,0.0
2023-08-10 00:00:00-04:00,150.59226194495702,151.62625226077503,149.33390400633945,149.79237365722656,5995100,0.0,0.0
2023-08-11 00:00:00-04:00,149.27539458687465,150.72884266700865,148.88521457507082,150.66055297851562,5178000,0.0,0.0
2023-08-14 00:00:00-04:00,149.84115920544156,151.11901580303314,149.1680860639528,150.9727020263672,5044300,0.0,0.0
2023-08-15 00:00:00-04:00,149.09980716360283,149.509500611416,146.5440791542746,147.12936401367188,10300300,0.0,0.0
2023-08-16 00:00:00-04:00,146.90502537293384,147.25619334540798,146.0075845331781,146.5050811767578,6978200,0.0,0.0
2023-08-17 00:00:00-04:00,147.1781486832735,147.54881522338968,144.75898501764763,144.9833526611328,9953900,0.0,0.0
2023-08-18 00:00:00-04:00,144.02739679590968,145.83201294328794,143.82255748758234,145.3150177001953,8516900,0.0,0.0
2023-08-21 00:00:00-04:00,145.97831198314205,146.41728308259744,144.38831436490247,145.81248474121094,8327000,0.0,0.0
2023-08-22 00:00:00-04:00,145.59788779256456,145.96856922311915,142.27156374598397,142.78855895996094,9682000,0.0,0.0
2023-08-23 00:00:00-04:00,142.7592937233334,143.9688606703822,141.8911305598106,143.75425720214844,7858000,0.0,0.0
2023-08-24 00:00:00-04:00,143.88105544019945,145.74419674731092,143.38357375943835,143.61767578125,6534000,0.0,0.0
2023-08-25 00:00:00-04:00,143.66646090057375,144.9735802180648,142.27155331946292,143.44210815429688,6695500,0.0,0.0
2023-08-28 00:00:00-04:00,143.94936988842045,144.96384688778858,143.52016292869834,143.93960571289062,5094100,0.0,0.0
2023-08-29 00:00:00-04:00,144.08591180945393,145.19794108339408,143.56890177304282,145.11013793945312,6337000,0.0,0.0
2023-08-30 00:00:00-04:00,144.973592615887,145.49058783618773,143.57868491548675,144.52488708496094,6277300,0.0,0.0
2023-08-31 00:00:00-04:00,144.62241667116066,144.7102198218592,142.37885937143358,142.73977661132812,10933900,0.0,0.0
2023-09-01 00:00:00-04:00,142.505658112697,144.44683854640255,142.12522741190585,143.21775817871094,7902100,0.0,0.0
2023-09-05 00:00:00-04:00,143.5494301181603,144.5736713246789,141.4521714792099,141.63751220703125,7854700,0.0,0.0
2023-09-06 00:00:00-04:00,141.14978144115315,141.96916846261274,140.57426066782423,141.40341186523438,8629200,0.0,0.0
2023-09-07 00:00:00-04:00,140.59376132141426,141.70579071616177,139.87191193434847,140.19381713867188,8373700,0.0,0.0
2023-09-08 00:00:00-04:00,139.85241175471378,140.58401050192936,139.15007576663368,140.30113220214844,7107900,0.0,0.0
2023-09-11 00:00:00-04:00,141.19855823145932,141.49120070726755,140.16456771676292,140.91567993164062,6854200,0.0,0.0
2023-09-12 00:00:00-04:00,140.95469023739855,143.70550863776154,140.51573397132762,142.74954223632812,8363200,0.0,0.0
2023-09-13 00:00:00-04:00,143.72500056630022,144.07616853978104,142.2423045755268,142.8178253173828,8325900,0.0,0.0
2023-09-14 00:00:00-04:00,144.21272569909766,146.22218099006855,143.90058467433582,145.588134765625,10034900,0.0,0.0
2023-09-15 00:00:00-04:00,145.26623728580455,146.05636150682497,144.67120307617955,145.158935546875,19824100,0.0,0.0
2023-09-18 00:00:00-04:00,144.5248658543155,145.4808171742371,144.12492172093604,145.4613037109375,6512400,0.0,0.0
2023-09-19 00:00:00-04:00,145.83200787559696,146.04661135218706,143.59819972216295,145.27598571777344,7943400,0.0,0.0
2023-09-20 00:00:00-04:00,145.97830658471008,146.56359143939767,144.50536004244293,144.66143798828125,7332000,0.0,0.0
2023-09-21 00:00:00-04:00,143.95911417135295,145.19795878301386,143.03242547750816,143.5299072265625,8052400,0.0,0.0
2023-09-22 00:00:00-04:00,143.67621809671934,143.8908215647627,141.62775074414154,142.1544952392578,7071700,0.0,0.0
2023-09-25 00:00:00-04:00,141.78383950345187,142.9251317335116,140.17431337048492,142.85684204101562,7044700,0.0,0.0
2023-09-26 00:00:00-04:00,141.05222468477444,142.2617915849361,140.69129256523786,141.37411499023438,7468400,0.0,0.0
2023-09-27 00:00:00-04:00,141.62775684625637,142.50566933741322,140.96443294797547,142.20327758789062,6717800,0.0,0.0
2023-09-28 00:00:00-04:00,142.69100021137248,145.2174506562826,142.42762052843358,143.96885681152344,8868100,0.0,0.0
2023-09-29 00:00:00-04:00,144.95407994615817,145.11014300707888,141.3058361171672,141.4619140625,11915700,0.0,0.0
2023-10-02 00:00:00-04:00,141.2765745775135,142.04718525204947,139.13055490618046,140.24258422851562,9170600,0.0,0.0
2023-10-03 00:00:00-04:00,139.68658649306687,140.0670172516936,138.8574501649905,139.2086181640625,9431100,0.0,0.0
2023-10-04 00:00:00-04:00,139.6768230428956,139.94995202733065,138.44772772852446,139.83290100097656,8128700,0.0,0.0
2023-10-05 00:00:00-04:00,139.5774100477902,140.61904515523284,138.38839652017376,140.42250061035156,8576200,1.05,0.0
2023-10-06 00:00:00-04:00,140.43233210129898,143.3508415623524,139.6756776128888,142.58436584472656,10269400,0.0,0.0
2023-10-09 00:00:00-04:00,141.1693146996739,142.87913805140218,141.0120850828451,142.26007080078125,6964900,0.0,0.0
2023-10-10 00:00:00-04:00,142.89879343621908,144.22539394339137,142.7612212720431,143.1248016357422,11288800,0.0,0.0
2023-10-11 00:00:00-04:00,143.96989378339174,144.67741206306587,142.5057360888718,143.6161346435547,8698200,0.0,0.0
2023-10-12 00:00:00-04:00,143.7635535697895,144.41211453940446,142.6138400296044,143.28204345703125,10484400,0.0,0.0
2023-10-13 00:00:00-04:00,145.92539807912465,150.45547332633382,145.27683715571058,145.43406677246094,29427000,0.0,0.0
2023-10-16 00:00:00-04:00,146.85891798446798,146.92771156155527,144.1762533686403,145.2866668701172,12663500,0.0,0.0
2023-10-17 00:00:00-04:00,145.01154390924427,146.72136743537158,144.2450531975835,144.97222900390625,11482700,0.0,0.0
2023-10-18 00:00:00-04:00,144.0485287895226,144.92309803643712,142.84967903610132,143.3803253173828,9620300,0.0,0.0
2023-10-19 00:00:00-04:00,142.95776544104183,144.47107439627757,142.36817681740843,142.77105712890625,11143600,0.0,0.0
2023-10-20 00:00:00-04:00,142.06354229421282,142.6236521910944,139.65600687772528,140.47161865234375,13332000,0.0,0.0
2023-10-23 00:00:00-04:00,140.46181861053597,141.18897946333473,138.2901272934148,138.55545043945312,10133400,0.0,0.0
2023-10-24 00:00:00-04:00,138.74213059430977,139.27276178440258,137.92651886227162,138.72247314453125,8881400,0.0,0.0
2023-10-25 00:00:00-04:00,138.13290142339306,138.7323112693551,137.09126637763714,137.96583557128906,8242600,0.0,0.0
2023-10-26 00:00:00-04:00,137.33691749304364,139.2138066291669,137.01263704065786,138.319580078125,9109400,0.0,0.0
2023-10-27 00:00:00-04:00,136.54096865392285,136.68837704411965,132.84616258431177,133.33749389648438,17434700,0.0,0.0
2023-10-30 00:00:00-04:00,134.07450085826537,135.64675217786376,133.68142678268364,135.03750610351562,9855500,0.0,0.0
2023-10-31 00:00:00-04:00,135.32247755463337,136.8259501809924,135.08663312519286,136.64906311035156,9672500,0.0,0.0
2023-11-01 00:00:00-04:00,136.8357814863251,138.0935885474858,136.06930577700035,136.53115844726562,9432000,0.0,0.0
2023-11-02 00:00:00-04:00,137.66121173880634,139.02711226916028,136.81612123119035,138.96815490722656,10186200,0.0,0.0
2023-11-03 00:00:00-04:00,139.72479764533625,141.2774063543371,139.39069595959012,140.520751953125,9533100,0.0,0.0
2023-11-06 00:00:00-05:00,140.68781983489566,141.69014000776787,140.31440320310654,141.58204650878906,7625100,0.0,0.0
2023-11-07 00:00:00-05:00,141.02192850346637,141.75892557980978,140.3439037883953,141.5132598876953,6297900,0.0,0.0
2023-11-08 00:00:00-05:00,141.61151269387818,142.3288522178463,141.1300026056027,142.2109375,7618200,0.0,0.0
2023-11-09 00:00:00-05:00,142.91846218874673,143.12481295420847,141.20862373227965,141.78839111328125,7992500,0.0,0.0
2023-11-10 00:00:00-05:00,142.42713851502864,143.94043252207769,141.5820479672824,143.89129638671875,7983300,0.0,0.0
2023-11-13 00:00:00-05:00,143.17394866330025,143.71441613307655,142.64331741658327,143.2525634765625,6676300,0.0,0.0
2023-11-14 00:00:00-05:00,144.1369440342606,146.66239413213017,143.97972941272403,145.86643981933594,9927700,0.0,0.0
2023-11-15 00:00:00-05:00,145.8860986896659,147.5566221394013,145.8860986896659,147.14390563964844,8365300,0.0,0.0
2023-11-16 00:00:00-05:00,147.48784264013796,148.90287934252692,147.48784264013796,148.8242645263672,8126200,0.0,0.0
2023-11-17 00:00:00-05:00,149.56125591409315,150.20981687724841,148.9126949509379,150.17051696777344,7812400,0.0,0.0
2023-11-20 00:00:00-05:00,149.4433412972771,151.08438616394383,149.28611167078097,150.63235473632812,7019000,0.0,0.0
2023-11-21 00:00:00-05:00,150.54390981468404,150.96646253668848,149.92484256251421,150.31790161132812,7083500,0.0,0.0
2023-11-22 00:00:00-05:00,150.75027618588982,151.21212881699174,150.24910865319873,150.67166137695312,5174500,0.0,0.0
2023-11-24 00:00:00-05:00,150.92715737306676,151.76242664848976,150.62253434144552,150.87802124023438,3496900,0.0,0.0
2023-11-27 00:00:00-05:00,150.76993284834347,150.86820511733418,150.06242948973406,150.5341033935547,6259100,0.0,0.0
2023-11-28 00:00:00-05:00,150.56357697974366,151.20230172383708,150.07224563990485,150.87802124023438,6582700,0.0,0.0
2023-11-29 00:00:00-05:00,151.49710758876122,152.9318017370265,151.33005672804592,151.64451599121094,9126100,0.0,0.0
2023-11-30 00:00:00-05:00,152.2242793834345,153.4231290527788,151.7034693624849,153.37399291992188,9869800,0.0,0.0
2023-12-01 00:00:00-05:00,153.1184987427343,155.12312391752317,153.1184987427343,154.1208038330078,8913000,0.0,0.0
2023-12-04 00:00:00-05:00,153.31503829572958,155.3098423725496,153.1774661178193,155.25088500976562,9607500,0.0,0.0
2023-12-05 00:00:00-05:00,154.53351936783022,155.75202642358212,154.24855380338596,155.23121643066406,9135600,0.0,0.0
2023-12-06 00:00:00-05:00,156.08614156517228,156.45955819386543,153.2953830618946,153.60000610351562,9366000,0.0,0.0
2023-12-07 00:00:00-05:00,153.97341326362118,154.5826593093977,153.44276703503215,154.07167053222656,8130900,0.0,0.0
2023-12-08 00:00:00-05:00,154.53353337909962,156.02718490637668,154.25838901805426,155.77169799804688,7366200,0.0,0.0
2023-12-11 00:00:00-05:00,155.77169811188656,156.53817383167925,155.40810271047704,156.34164428710938,8093900,0.0,0.0
2023-12-12 00:00:00-05:00,156.46937153920663,157.86475072053804,156.12544860390398,157.7370147705078,10223000,0.0,0.0
2023-12-13 00:00:00-05:00,157.7370079428828,159.2208231009874,157.00001097796647,158.26763916015625,12379100,0.0,0.0
2023-12-14 00:00:00-05:00,159.0243107578157,161.98212016533276,158.9063960288462,161.14686584472656,13643000,0.0,0.0
2023-12-15 00:00:00-05:00,160.25262254234178,162.41447731657826,159.5745829326138,162.36534118652344,20305900,0.0,0.0
2023-12-18 00:00:00-05:00,163.04338418142228,164.23241257877234,162.75841861197452,163.34800720214844,8469600,0.0,0.0
2023-12-19 00:00:00-05:00,163.12200518518029,165.54918320886063,162.6798099772015,165.52952575683594,10345700,0.0,0.0
2023-12-20 00:00:00-05:00,165.0775122721698,166.4728915060259,163.56420331829915,163.6624755859375,10734700,0.0,0.0
2023-12-21 00:00:00-05:00,163.9474320976564,165.17576040393993,162.8075398308072,164.5959930419922,7601700,0.0,0.0
